Date_Requete,Ticker,PE_trailing,ForwardPE,PE_Ratio,Prevision croissance 5 ans,Performance_Moyenne_10ans,ROIC %,FCF Margin %,Gross Margin %
24/01/2026,AMZN,33.779663,30.430502,0.9008527408932411,11.50%,70.18373062595745,,,
24/01/2026,ASML,48.772472,43.30413,0.8878805650859772,11.85%,161.18989711733335,,,
24/01/2026,NVDA,46.568233,24.487661,0.525844753439539,27.73%,2697.154001030558,,,
24/01/2026,GOOG,32.453556,29.203302,0.8998490643059269,13.06%,82.99065081394947,,,
24/01/2026,BKNG,33.22364,19.164629,0.5768371256129672,8.92%,37.19722133924135,,,
24/01/2026,NEM.DE,43.926556,31.737673,0.7225167618421987,,50.30016658827755,,,
24/01/2026,CRM,30.487968,17.388647,0.5703445700284125,9.70%,23.012138994597073,,,
24/01/2026,INTU,38.760483,21.323614,0.5501379846066418,12.92%,56.41518493208408,,,
24/01/2026,MA,33.55115,27.450115,0.8181572017650662,12.26%,54.18939640125783,,,
24/01/2026,MSFT,33.11656,24.914396,0.7523243960121462,15.29%,92.75015181695389,,,
24/01/2026,SPGI,38.751633,26.788914,0.6912976802809833,7.49%,59.951561913507945,,,
24/01/2026,V,31.94711,22.608934,0.7076988810568469,,38.76688952963799,,,
