Date_Requete,Ticker,PE_trailing,ForwardPE,PE_Ratio,Prevision croissance 5 ans,Performance_Moyenne_10ans,ROIC %,FCF Margin %,Gross Margin %
22/11/2025,AMZN,31.170904,35.884552,1.151219483400289,11.46%,55.00537436382386,,,
22/11/2025,ASML,34.606873,36.201122,1.0460674097888012,11.81%,108.39747957533253,,,
22/11/2025,NVDA,44.27723,43.417477,0.9805825025639588,26.88%,2361.5941807718473,,,
22/11/2025,GOOG,29.580454,33.480446,1.1318435477697537,13.03%,69.81707543839647,,,
22/11/2025,BKNG,31.05582,22.720991,0.7316178094798335,9.44%,28.255849793649617,,,
22/11/2025,NEM.DE,50.677963,45.532993,0.8984771743884022,,60.81274633385063,,,
22/11/2025,CRM,33.010174,20.40521,0.6181491197229073,9.58%,18.41037399242721,,,
22/11/2025,INTU,45.452366,29.83131,0.6563202892452287,13.29%,60.99707632575321,,,
22/11/2025,MA,34.596672,32.991455,0.9536019822947133,12.26%,47.75193171455893,,,
22/11/2025,MSFT,33.55508,31.579933,0.9411371690963038,14.55%,89.49981661861446,,,
22/11/2025,SPGI,35.846043,29.363476,0.8191552970016801,7.36%,46.42561340710909,,,
22/11/2025,V,32.154903,25.906794,0.8056872073288482,,33.91265926627271,,,
