Date_Requete,Ticker,PE_trailing,ForwardPE,PE_Ratio,Prevision croissance 5 ans,Performance_Moyenne_10ans,ROIC %,FCF Margin %,Gross Margin %
23/08/2025,AMZN,34.831047,37.209755,1.0682927504303847,10.60%,88.7720342040939,,,
23/08/2025,ASML,26.950731,28.273033,1.049063678458295,10.75%,86.46152280312887,,,
23/08/2025,NVDA,57.416134,43.201458,0.7524271487871337,23.16%,3526.3496728833343,,,
23/08/2025,GOOG,22.01491,23.097208,1.0491620451775636,11.78%,60.5377365262906,,,
23/08/2025,BKNG,39.841705,27.261711,0.6842506112627459,9.24%,39.34249964097599,,,
23/08/2025,NEM.DE,72.57669,60.050762,0.8274111426134204,,117.42962206433727,,,
23/08/2025,CRM,38.916927,22.308176,0.5732255272879073,9.87%,28.43266497098053,,,
23/08/2025,INTU,54.050568,29.809267,0.5515070072899141,13.20%,75.20086012915277,,,
23/08/2025,MA,40.334007,36.566547,0.9065934609472349,12.24%,62.44843807950781,,,
23/08/2025,MSFT,37.18695,33.92843,0.9123746368013509,12.13%,129.65988971087916,,,
23/08/2025,SPGI,42.721413,33.11481,0.775133771909651,6.65%,56.06700388401805,,,
23/08/2025,V,34.11696,27.64929,0.8104265444517917,,44.91174918738758,,,
